author,bookformat,desc,genre,img,isbn,link,pages,title,quantity
Alan Axelrod,Hardcover,"Who are the pivotal figures in American historyâ€”the men and women who have helped shape who we are as a people and how we look at ourselves as Americans? In this companion to his popular ,1001 Events That Made America,, Alan Axelrod suggests we can answer this question only after we look with an open mind into all the areas of our collective past. ,1001 People Who Made America, does just that, highlighting the famous as well as the infamous, the virtuous as well as the notorious, from the nation's earliest days to the present. Serving up history in lively, accessible bits, the book presents a who's who of American politics, arts, science, business, religion, and pop culture, along with concise explanations of each figure's historical significance. Featured personalities range from Jesse James to Al Capone, Harriet Beecher Stowe to Betty Friedan, George Washington to George W. Bush, Harriet Tubman to Martin Luther King, Jr., Stephen Foster to Elvis, John L. Sullivan to Muhammad Ali, Edwin Booth to Marlon Brando, Washington Irving to Thomas Pynchon, Jacob Aster to Bill Gates. ,Axelrod's writing is packed with information and insight, giving readers a deeper understanding of what it means to be an American. The appealing design and easy-to-read format invite browsing and make this book a great gift for history buffs and all thoughtful Americans.","History,Nonfiction,Reference,North American Hi...,American History,Biography",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320489394l/101079.jpg,1426200528,https://goodreads.com/book/show/101079.1001_People_Who_Made_America,352,1001 People Who Made America,107
Mircea Eliade,Paperback,"Une famille isolÃ©e au bord du Danube subit lâ€™influence malÃ©fique dâ€™une ancÃªtre disparue. Mademoiselle Christina hante les chambres des occupants, vampire Ã  lâ€™apparence sÃ©ductrice, elle charme Egor et enlÃ¨ve petit Ã  petit toute vie dans la demeure austÃ¨re. Sous la lumiÃ¨re blafarde de la lune, les ombres trahissent la prÃ©sence dâ€™un autre monde, effrayant, celui des Ã¢mes damnÃ©es. Entre deux soupirs de Sanda, jeune fille exsangue, un silence de mort sâ€™installe dans le rÃ©cit.,Egor trouvera-t-il la force de lutter contre lâ€™enchanteresse Christina ? La jeune Simina, possÃ©dÃ©e par le mal, semble en douter.,Mademoiselle Christina nous vient tout droit du folklore roumain. Une histoire de vampires dans un monde en proie au blasphÃ¨me; pour l'exorciser, un jeune homme tue deux fois le vampire en lui transperÃ§ant le cÅ“ur. Le dialogue entre le monde des morts et celui des vivants n'est pas Ã©phÃ©mÃ¨re. Les deux camps se livrent un siÃ¨ge sans merci, Ã  ceci prÃ¨s que les belligÃ©rants se disputent non des fortunes mais des Ã¢mes, et que leurs armes ne sont pas des armes classiques, mais des rituels magiques.","European Literature,Romanian Literature,Fiction,Fantasy,Classics,Horror,Cultural,Romania,Literature,Literature,20th Century,Mystery,Gothic",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1280434449l/1010798.jpg,2851978047,https://goodreads.com/book/show/1010798.Mademoiselle_Christina,204,Mademoiselle Christina,52
Robert Hutchinson,Hardcover,"A blazing narrative history that boldly captures the end of England's most despotic ruler and his court -- a time of murderous conspiracies, terrifying betrayals, and sordid intrigue,Henry VIII's crimes against his wives are well documented and have become historical lore. But much less attention has been paid to his monarchy, especially the closing years of his reign.,Rich with information including details from new archival material and written with the nail-biting suspense of a modern thriller, ,The Last Days of Henry VIII, offers a superb fresh look at this fascinating figure and new insight into an intriguing chapter in history.,Robert Hutchinson paints a brilliant portrait of this egotistical tyrant who governed with a ruthlessness that rivals that of modern dictators; a monarch who had ""no respect or fear of anyone in this world,"" according to the Spanish ambassador to his court. Henry VIII pioneered the modern ""show trial"": cynical propaganda exercises in which the victims were condemned before the proceedings even opened, proving the most powerful men in the land could be brought down overnight.,After thirty-five years in power, Henry was a bloated, hideously obese, black-humored old recluse. And despite his having had six wives, the Tudor dynasty rested on the slight shoulders of his only male heir, the nine-year-old Prince Edward -- a situation that spurred rival factions into a deadly conflict to control the throne.,The Last Days of Henry VIII, is a gripping and compelling history as fascinating and remarkable as its subject.","History,Nonfiction,English History,Tudor Period,Biography,European Literature,British Literature,Biography Memoir,Historical,Historical,Medieval",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1166115525l/10107._SY475_.jpg,60837330,https://goodreads.com/book/show/10107.The_Last_Days_of_Henry_VIII,368,The Last Days of Henry VIII,78
Kimberly Snyder,Paperback,"Nutritionist and beauty expert Kimberly Snyder helps dozens of A-list celebrities get red-carpet readyâ€”and now you're getting the star treatment. Kim used to struggle with coarse hair, breakouts and stubborn belly fat, until she traveled the world, learning age-old beauty secrets. She discovered that what you eat is the ultimate beauty product, and she's developed a powerful program that rids the body of toxins so you can look and feel your very best. With just a few simple diet changes, you will:,Get a youthful, radiant glow Banish acne, splotchy skin and wrinkles Grow lustrous hair and strong nails? Get rid of the bloat, melt away fat and never count calories again!","Nonfiction,Food and Drink,Food,Health,Food and Drink,Cookbooks,Food and Drink,Cooking,Self Help,Health,Nutrition,Reference,Food and Drink,Self Help,Personal Development",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347711014l/10108198.jpg,373892322,https://goodreads.com/book/show/10108198-the-beauty-detox-solution,272,"The Beauty Detox Solution: Eat Your Way to Radiant Skin, Renewed Energy and the Body You've Always Wanted",41
Mimi Kirk,Paperback,"Everyone knows that eating well makes you feel good, but Mimi Kirk is living proof that eating well ideally raw vegan food can make you look amazing. She 's routinely taken to be at least twenty years younger than her age. Live Raw offers 120 recipes sprinkled with must-have advice, including such topics as: Detoxifying So Gravity Won t Get You Down: A detoxifying program to rid your body of dangerous toxins drop weight in the process and experience an abundance of energy. What You Need to Eat Every Day, and Why: An easy-to-read chart of the foods your body needs daily, what vitamins they contain, and what part of the body they compliment and nourish. Delicious Raw Food Recipes That Won t Scare Off Non- Vegetarians: Stuffed Portobello Mushrooms with Basil Pesto, Pomodoro Lasagna, Lemony Cheesecake, and more. Learn how to feel better and look better with Mimi Kirk in this engaging, one-of-a-kind guide.","Food and Drink,Cookbooks,Food and Drink,Food,Food and Drink,Cooking,Health,Nonfiction,Food and Drink,Vegan,Food and Drink,Vegetarian",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391342317l/10108214.jpg,1616082747,https://goodreads.com/book/show/10108214-live-raw,240,Live Raw: Raw Food Recipes for Good Health and Timeless Beauty,15
"Mircea Eliade,Irina Mavrodin",Paperback,"""Puisque je suis restÃ© seul, j'ai dÃ©cidÃ© de me mettre Ã  Ã©crire aujourd'hui mÃªme ,Le Roman de l'adolescent myope,. J'y travaillerai chaque aprÃ¨s-midi. Je n'ai pas besoin d'inspiration ; il faut que j'Ã©crive ma vie, et ma vie, je la connais ; quant au roman, j'y pense depuis longtemps."" Voici dÃ©crit dÃ¨s les premiÃ¨res phrases le projet de ce livre, oÃ¹ le narrateur, un adolescent prÃ©coce et tourmentÃ© dans la Bucarest du dÃ©but du siÃ¨cle, dÃ©voile - avec prÃ©cision et presque impudeur - son quotidien : les travers de ses profs, les complots des Ã©lÃ¨ves, leurs convoitises sexuelles, les premiers exploits erotiques, la dÃ©couverte de sa propre altÃ©ritÃ©... mais aussi la nÃ©cessitÃ© d'Ã©crire, qui lui est chevillÃ©e au corps. RetrouvÃ© voici peu dans un grenier de Bucarest, ce roman - Ã©crit alors mÃªme que Mircea Eliade avait l'Ã¢ge de son hÃ©ros - est aussi un inestimable document sur le grand Ã©crivain qui fut lui-mÃªme cet adolescent de gÃ©nie qu'il nous rÃ©vÃ¨le en faisant mine de le dÃ©couvrir.","European Literature,Romanian Literature,Classics,Fiction,Cultural,Romania,Academic,School,Literature,Academic,Read For School,Literature,20th Century,Unfinished,Young Adult,Coming Of Age",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1180210277l/1010836.jpg,2868697801,https://goodreads.com/book/show/1010836.Le_Roman_de_l_adolescent_myope,246,Le Roman de l'adolescent myope,61
"Chester Brown,Robert Crumb",Hardcover,"A CONTEMPORARY DEFENSE OF THE WORLD'S OLDEST PROFESSION,Chester Brown has never shied away from tackling controversial subjects in his work. In his 1992 book, ,The Playboy,, he explored his personal history with pornography. His bestselling 2003 graphic novel, ,Louis Riel,, was a biographical examination of an extreme political figure. The book won wide acclaim and cemented Brown's reputation as a true innovator.,Paying for It ,is a natural progression for Brown as it combines the personal and sexual aspects of his autobiographical work with the polemical drive of ,Louis Riel,. Brown calmly lays out the facts of how he became not only a willing participant in but a vocal proponent of one of the world's most hot-button topicsâ€”prostitution. While this may appear overly sensational and just plain implausible to some, Brown's story stands for itself. ,Paying for It ,offers an entirely contemporary exploration of sex workâ€”from the timid john who rides his bike to his escorts, wonders how to tip so as not to offend, and reads Dan Savage for advice, to the modern-day transactions complete with online reviews, seemingly willing participants, and clean apartments devoid of clichÃ©d street corners, drugs, or pimps.,Complete with a surprise ending, ,Paying for It ,provides endless debate and conversation about sex work and will be the most talkedabout graphic novel of 2011.","Sequential Art,Graphic Novels,Sequential Art,Comics,Nonfiction,Autobiography,Memoir,Cultural,Canada,Biography,Graphic Novels Comics,Biography,Autobiography,Sexuality,Sequential Art,Bande DessinÃ©e",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1317067463l/10108380.jpg,1770460489,https://goodreads.com/book/show/10108380-paying-for-it,292,Paying for It,18
Donald Ray Pollock,Hardcover,"Set in rural southern Ohio and West Virginia, ,The Devil All the Time, follows a cast of characters from the end of World War II to the 1960s. Thereâ€™s Willard Russell, tormented veteran of the carnage in the South Pacific, who canâ€™t save his beautiful wife, Charlotte, from an agonizing death by cancer no matter how much sacrifiÂ­cial blood he pours on his â€œprayer log.â€ Thereâ€™s Carl and Sandy Henderson, a husband-and-wife team of serial killÂ­ers, who troll Americaâ€™s highways searching for suitable models to photograph and exterminate. Thereâ€™s the spider-handling preacher Roy and his crippled virtuoso-guitar-playing sidekick, Theodore, running from the law. And caught in the middle of all this is Arvin Eugene Russell, Willard and Charlotteâ€™s orphaned son, who grows up to be a good but also violent man in his own right.","Fiction,Horror,Thriller,Historical,Historical Fiction,Mystery,Mystery,Crime,Gothic,Southern Gothic,Gothic,Mystery,Noir,Audiobook",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320561517l/10108463.jpg,038553504X,https://goodreads.com/book/show/10108463-the-devil-all-the-time,261,The Devil All the Time,116
Nicholson Baker,Hardcover,"Shandee finds a friendly arm at a granite quarry. Ned drops down a hole in a golf course. Luna meets a man made of light bulbs at a tanning parlor. So begins Nicholson Baker's fuse-blowing, sex-positive escapade, ,House of Holes,. Baker, the bestselling author of ,The Mezzanine,, ,Vox,, and ,The Fermata,, who ""writes like no one else in America"" (,Newsweek,), returns to erotic territory with a gleefully over-the-top novel set in a pleasure resort, where normal rules don't apply. Visitors, pulled in via their drinking straws or the dryers in laundromats, can undergo crotchal transfers . . . make love to trees . . . visit the Groanrooms and the twelve-screen Porndecahedron . . . or pussy-surf the White Lake. It's very expensive, of course, but there are work-study programs. In charge of day-to-day operations is Lila, a former hospital administrator whose breast milk has unusual regenerative properties.,Brimful of good-nature, wit, and surreal sexual vocabulary, ,House of Holes, is a modern-day Hieronymous Boschian bacchanal that is sure to surprise, amuse, and arouse.","Fiction,Adult Fiction,Erotica,Fantasy,Short Stories,Novels,Humor,Romance,Sexuality,Literature,Unfinished",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333204278l/10108469.jpg,143918951X,https://goodreads.com/book/show/10108469-house-of-holes,262,House of Holes,120
"Kristy McGowan,Karen Richards",Paperback,"For years, Rand McNally's state-by-state road atlas for children has been an important part of family travel. For 1999, we've created a completely new book with great new state maps of the United States as well as all-new games, illustrations and a fresh, bright cover design. Features include: ,Real road maps of each state (just like the grown-up road atlas) with kid-level detail and appeal ,- State information like the capital, official bird, flower, tree and state nickname ,Games and puzzles for each state in the U.S. (and Canada and Mexico, too!) ,Map reading skills incorporated into some games and puzzles ,Maps of Canada and Mexico","Science,Geography,Childrens",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348350060l/1010853.jpg,528965441,https://goodreads.com/book/show/1010853.Rand_McNally_Kids_Road_Atlas,80,Rand McNally Kids' Road Atlas,33
"Terri DeGezelle Michels,Gail Saunders-Smith",Hardcover,"Text and photographs present tow trucks, their parts, and their jobs.","Transport,Trucks",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348024517l/10108552.jpg,736853596,https://goodreads.com/book/show/10108552-tow-trucks,24,Tow Trucks,2
Brian T. Edwards,Paperback,"Until attention shifted to the Middle East in the early 1970s, Americans turned most often toward the Maghrebâ€”Morocco, Algeria, Tunisia, and the Saharaâ€”for their understanding of â€œthe Arab.â€ In ,Morocco Bound,, Brian T. Edwards examines American representations of the Maghreb during three pivotal decadesâ€”from 1942, when the United States entered the North African campaign of World War II, through 1973. He reveals how American film and literary, historical, journalistic, and anthropological accounts of the region imagined the role of the United States in a world it seemed to dominate at the same time that they displaced domestic social concernsâ€”particularly about race relationsâ€”onto an â€œexoticâ€ North Africa.Edwards reads a broad range of texts to recuperate the disorienting possibilities for rethinking American empire. Examining work by William Burroughs, Jane Bowles, Ernie Pyle, A. J. Liebling, Jane Kramer, Alfred Hitchcock, Clifford Geertz, James Michener, Ornette Coleman, General George S. Patton, and others, he puts American texts in conversation with an archive of Maghrebi responses. Whether considering Warner Brothersâ€™ marketing of the movie ,Casablanca, in 1942, journalistic representations of Tangier as a city of excess and queerness, Paul Bowlesâ€™s collaboration with the Moroccan artist Mohammed Mrabet, the hippie communities in and around Marrakech in the 1960s and early 1970s, or the writings of young American anthropologists working nearby at the same time, Edwards illuminates the circulation of American texts, their relationship to Maghrebi history, and the ways they might be read so as to reimagine the role of American culture in the world.","Northern Africa,Morocco",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328864380l/1010858.jpg,822336448,https://goodreads.com/book/show/1010858.Morocco_Bound,376,"Morocco Bound: Disorienting America's Maghreb, from Casablanca to the Marrakech Express",88
Carolyn Jarvis,Paperback,"Reinforce your understanding of essential examination and assessment skills and with this lab manual companion to Carolyn Jarvis' ,Physical Examination and Health Assessment, 6th Edition,. A wide variety of checklists, activities, and exercises challenge you to apply your knowledge and provide hands-on practice.,A variety of ,review questions, and ,study activities, test your understanding of key points and procedures:,Short answer,Fill-in-the-blank,Multiple-choice,Matching,Anatomy labeling exercises,Regional write-up sheets, familiarize you with physical examination forms and provide practice for recording narrative accounts of patient history and examination findings.,Reading assignments, help you review relevant textbook content with convenient chapter and page references.,Clinical objectives, for each chapter help you study more effectively. A comprehensive g,lossary ,provides fast, easy access to key terms and definitions from the textbook.,New assessment tools and updated illustrations, test your retention and understanding.,Updated evidence-based practice guidelines, throughout the manual reflect the most current research and assessment practices.","Nurses,Nursing",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348197756l/10108676.jpg,1437714455,https://goodreads.com/book/show/10108676-student-laboratory-manual-for-physical-examination-health-assessment,313,Student Laboratory Manual for Physical Examination & Health Assessment,60
Bernard Cornwell,Paperback,"Four thousand years ago, a stranger's death at the Old Temple of Ratharryn-and his ominous ""gift"" of gold-precipitates the building of what for centuries to come will be known as one of mankind's most singular and remarkable achievements. Bernard Cornwell's epic novel ,Stonehenge, catapults us into a powerful and vibrant world of ritual and sacrifice at once timeless and wholly original-a tale of patricide, betrayal, and murder; of bloody brotherly rivalry: and of the never-ending quest for power, wealth, and spiritual fulfillment.,Three brothers-deadly rivals-are uneasily united in their quest to create a temple to their gods. There is Lengar, the eldest, a ruthless warrior intent on replacing his father as chief of the tribe of Ratharryn; Camaban, his bastard brother, a sorcerer whose religious fervor inspires the plan for Stonehenge; and Saban, the youngest, through whose expertise the temple will finally be completed. Divided by blood but united-precariously-by a shared vision, the brothers begin erecting their mighty ring of granite, aligning towering stones to the movement of the heavenly bodies, and raising arches to appease and unite their gods. Caught between the zealousness of his ambitious brothers, Saban becomes the true leader of his people, a peacemaker who will live to see the temple built in the name of salvation and regeneration.,Bernard Cornwell, long admired for his rousing narrative and meticulous historical imaginings, has here delivered his masterpiece, the most compelling and powerful human drama of its kind since Ken Follett's ,Pillars of the Earth, and Edward Rutherford's ,Sarum,. His re-creation of civilization as it might have been in 2000 B.C. at once amplifies the mystery of his subject and makes the world of Stonehenge come alive as never before.","Historical,Historical Fiction,Fiction,Historical,Fantasy,European Literature,British Literature,Adventure,Historical Fiction,Historical Fantasy,Historical Fiction,Prehistoric,History,Prehistory,Romance",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1276681573l/101086.jpg,60956852,https://goodreads.com/book/show/101086.Stonehenge,578,Stonehenge,123
Ana MarÃ­a Matute,Paperback,"Teatro de tÃ­teres: humildes muÃ±ecos movidos por la destreza de un anciano bondadoso... Pero seres humanos tambiÃ©n, seres humanos que palpitan y bullen en la ciudad, dejando al descubierto sus propias miserias, sus inclinaciones, sus torpes sentimientos, sus mezquindades, sus odios, sus reacciones... ,En torno a un adolescente desamparado se agitan las pasiones de seres cuyas ruindades â€“fantochadas, hipocresÃ­a, ambiciÃ³n, crueldad, sueÃ±os engaÃ±ososâ€“ adquieren, a lo largo de la narraciÃ³n y por la lograda delimitaciÃ³n de los personajes, caracteres de sÃ­mbolos, aunque sin perder en ningÃºn momento su condiciÃ³n humana.,Un hÃ¡lito poÃ©tico, como corresponde a la fina sensibilidad de la autora, anima todas las pÃ¡ginas de esta interesante novela, galardonada con el Premio Planeta 1954.","European Literature,Spanish Literature",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1514763046l/1010872._SY475_.jpg,8408040308,https://goodreads.com/book/show/1010872.Peque_o_teatro,288,PequeÃ±o teatro,65
Christopher Chippindale,Paperback,"Since its first and prize-winning edition of 1983, ""Stonehenge Complete has established itself as the classic account of this most famous of ancient places. For this new edition, Christopher Chippindale has revised and updated the story to include the latest theories and discoveries. People have puzzled over Stonehenge for centuries, speculating and dreaming about it, drawing and painting it, trying to make sense of it. Here is the story of the one real Stonehenge, as well as the many unreal Stonehenges that archaeologists, tourists, mystics, astronomers, artists, poets, and visionaries have made out of it. New studies in the last decade have revolutionized our knowledge of the complex sequence of structures that make its celebrated profile; remarkably, these new discoveries have been made without new excavations. Stonehenge today is as lively as it ever was. After a period of dissent and confrontation, visitors are once again welcome to see the sun rise over the Heel stone on midsummer solstice day, and some 20,000 people are expected to gather at midsummer dawn this year. As the new edition explains, they are in error: although Stonehenge is indeed astronomically oriented, it is not aligned on the midsummer sunrise at all.","History,Nonfiction,History,Archaeology,Travel,European Literature,British Literature,Science",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348230808l/101087.jpg,500284679,https://goodreads.com/book/show/101087.Stonehenge_Complete,312,Stonehenge Complete,67
Margaret George,Paperback,"This is the story of England's most famous, and notorious, king.,Henry was a charismatic, ardent - and brash - young lover who married six times; a scholar with a deep love of poetry and music; an energetic hunter who loved the outdoors; a monarch whose lack of a male heir haunted him incessantly; and a ruthless leader who would stop at nothing to achieve his desires. His monumental decision to split from Rome and the Catholic Church was one that would forever shape the religious and political landscape of Britain.,Combining magnificent storytelling with an extraordinary grasp of the pleasures and perils of power, Margaret George delivers a vivid portrait of Henry VIII and Tudor England and the powerhouse of players on its stage: Thomas Cromwell, Cardinal Wolsey, Thomas More and Anne Boleyn. It is also a narrative told from an original perspective: Margaret George writes from the King's point of view, injecting irreverent comments from Will Somers - Henry's jester and confidant.","Historical,Historical Fiction,Fiction,Historical,English History,Tudor Period,European Literature,British Literature,Literature,16th Century,Historical,Medieval,Adult Fiction,Adult,History,European History",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1439956289l/10108._SY475_.jpg,312194390,https://goodreads.com/book/show/10108.The_Autobiography_of_Henry_VIII,939,"The Autobiography of Henry VIII: With Notes by His Fool, Will Somers",137
Alan Oken,Paperback,"As far back as the ancient Egyptian temples of Luxor and Karnak, the Tarot has been a source of wisdom and insight into the human heart and mind. The 78 cards of the Tarot deck help you to open a door to higher consciousness, gain insights on the past and present, and discern future directions. The POCKET GUIDE TO THE TAROT throughly explains each card in the Waite-Rider deck as well as: The cards of the Major Arcana.The nature of the Minor Arcana.The suit of Swords.The suit of Cups.The suit of Pentacles.The suite of Wands.","Nonfiction,Occult,Tarot",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320396969l/1010920.jpg,895948222,https://goodreads.com/book/show/1010920.Pocket_Guide_to_the_Tarot,152,Pocket Guide to the Tarot,57
Alan Oken,Paperback,"Astrology is an amazing tool for better understanding yourself, your friends, your planet, and the nature of Life itself. But how does astrology work? In HOUSES OF THE HOROSCOPE, Alan Oken explains that the natal horoscope is a blueprint and guide that creates a clear map to the self. He further explains how the positions of the astrological planets affect your life here on earth. Calculated for a person'Â¬?s date, time, and place of birth, the natal chart reveals a detailed portrait of an individual'Â¬?s relationship to the world. The various components of your natal horoscope reveal who you are, what you have to offer, and with whom you are most likely to share your talents, abilities, and love.","Esoterica,Astrology",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320430831l/1010921.jpg,895949326,https://goodreads.com/book/show/1010921.Houses_of_the_Horoscope,207,Houses of the Horoscope: An Introduction,108
"Drusilla Cole,Cole Drusilla",Paperback,"Pattern is back, and what better way to celebrate its revival than with a cool compendium of the best pattern design from around the globe? This exciting new book showcases some of the most innovative pattern designs, including graphics, textiles, fashion, furnishings, ceramics, tiles, wallpaper, and stationery. While many of the featured designers work commercially, others are independent players whose work is cutting-edge even though, or perhaps because, they don't follow conventional techniques or disciplined structures. Figurative, funky, abstract, pixel-based, graphic, or retro patterns are all featured in this visual feast of the best work to emerge in the last five years.","Art,Art,Art Design,Design,Nonfiction",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348288675l/1010930.jpg,1856695050,https://goodreads.com/book/show/1010930.Patterns,240,Patterns: New Surface Design,117
Ben Okri,Paperback,"In the decade since it won the Booker Prize, Ben Okri's ,Famished Road, has become a classic. Like Salman Rushdie's ,Midnight's Children, or Gabriel Garcia Marquez's ,One Hundred Years of Solitude,, it combines brilliant narrative technique with a fresh vision to create an essential work of world literature.,The narrator, Azaro, is an ,abiku,, a spirit child, who in the Yoruba tradition of Nigeria exists between life and death. The life he foresees for himself and the tale he tells is full of sadness and tragedy, but inexplicably he is born with a smile on his face. Nearly called back to the land of the dead, he is resurrected. But in their efforts to save their child, Azaro's loving parents are made destitute. The tension between the land of the living, with its violence and political struggles, and the temptations of the carefree kingdom of the spirits propels this latter-day Lazarus's story.","Fiction,Cultural,Africa,Magical Realism,Fantasy,Western Africa,Nigeria,Literature,African Literature,Literary Fiction,Literature,Novels,Contemporary",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344396715l/101094.jpg,385425139,https://goodreads.com/book/show/101094.The_Famished_Road,512,The Famished Road,93
"Kosho Uchiyama,Jisho Warner,Shohaku Okumura,Thomas Wright",Paperback,"For over thirty years, ,Opening the Hand of Thought, has offered an introduction to Zen Buddhism and meditation unmatched in clarity and power. This is the revised edition of Kosho Uchiyama's singularly incisive classic. , ,This new edition contains even more useful material: new prefaces, an index, and extended endnotes, in addition to a revised glossary. As Jisho Warner writes in her preface, ,Opening the Hand of Thought, ""goes directly to the heart of Zen practice... showing how Zen Buddhism can be a deep and life-sustaining activity."" She goes on to say, ""Uchiyama looks at what a person is, what a self is, how to develop a true self not separate from all things, one that can settle in peace in the midst of life."", ,By turns humorous, philosophical, and personal, ,Opening the Hand of Thought, is above all a great book for the Buddhist practitioner. It's a perfect follow-up for the reader who has read ,Zen Meditation in Plain English, and is especially useful for those who have not yet encountered a Zen teacher.","Religion,Buddhism,Buddhism,Zen,Spirituality,Nonfiction,Philosophy,Religion,Philosophy,Eastern Philosophy,Cultural,Japan",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388340336l/1010952.jpg,861713575,https://goodreads.com/book/show/1010952.Opening_the_Hand_of_Thought,256,Opening the Hand of Thought: Foundations of Zen Buddhist Practice,37
Ben Okri,Paperback,"Ben Okri's new novel, continuing the adventures of Azaro, the spirit-child in the perplexing world of the living","Fiction,Magical Realism,Cultural,Africa,Fantasy,Literature,Novels,Western Africa,Nigeria,Literature,African Literature,Folklore,Religion",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1171476213l/101095.jpg,753806800,https://goodreads.com/book/show/101095.Infinite_Riches,394,Infinite Riches,134
Rochelle Alers,Paperback,"Born into a real-estate dynasty, Brandt Wainwright chose football over the family business, and now he's a Super Bowl MVP. That streak of good fortune runs out the day Brandt crashes his SUV into a tree. During the long recuperation, the fun-loving quarterback becomes cranky and sullenâ€”until private nurse Ciara Dennison shows up for duty.,Ciara has zero interest in sports, or in tall, blond jocks with overblown egos. She's dated a man in the public eye before, and she's not repeating that mistake. Somehow Brandt keeps breaking down all her defenses, seeing through her facade to the sexy free spirit underneath. But once his recovery is complete, will he return to the celebrity life he knewâ€”or choose the woman who can fulfill his dreams?","Romance,Romance,Interracial Romance,Sports,Sports,Contemporary,Contemporary Romance,Sports Romance,Romance,Contemporary Romance,Romance,African American Romance,Womens Fiction,Chick Lit",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348191996l/10109606.jpg,373534418,https://goodreads.com/book/show/10109606-here-i-am,304,Here I Am,105
"Stan McMurtry,Mark Bryant",Paperback,This is an annual collection of satirical cartoons from The Daily Mail's popular illustrator and veteran Mac.,"Sequential Art,Cartoon",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1394342711l/10109679.jpg,1903644011,https://goodreads.com/book/show/10109679-mac-2000,128,Mac 2000: Cartoons from the Daily Mail,59
Eric L. Fitch,Paperback,"'By far the best book which researches the existence of Herne the Hunter. Highly recommended' Touchwood Commences with an introduction to Herne?s story, the oak on which Herne hanged himself & its significance in history & mythology. Goes on to investigate antlers & their symbology in prehistoric religions, with a study of the horned god Cernunnos, the Wild Hunt & its associations with Woden, Herne & the Christian devil & a descriptive chapter on the tradition of dressing up as animals & the wearing & use of antlers in particular. Herne?s suicide & its connection with Woden & prehistoric sacrifice is covered, together with the most complete collection of Herne?s appearances, plus an investigation into the nature of his hauntings. Photographs, illustrations & diagrams enhance the text. The book also contains appendices covering the 19th century opera on the legend of Herne, Herne & his status in certain esoteric circles & Herne & Paganism/Wicca","Nonfiction,Fantasy,Mythology,Religion,Paganism,Folklore,Religion,History,Reference",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1248016336l/1010969.jpg,1898307237,https://goodreads.com/book/show/1010969.In_Search_of_Herne_the_Hunter,165,In Search of Herne the Hunter,111
Maria S. Barbo,Paperback,"This handbook provides everything needed to become the world's greatest Pokemon trainer, or master. Every character is detailed with their statistics, techniques, secret facts and training tips.""","Childrens,Reference,Games,Video Games,Fantasy,Fiction,Reference,Guides,Culture,Pop Culture,Science Fiction,Sequential Art,Manga,Sports and Games,Games",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356452825l/1010984.jpg,439103975,https://goodreads.com/book/show/1010984.The_Official_Pok_mon_Handbook,143,The Official PokÃ©mon Handbook,37
James Hogwood,Paperback,"A Pure Heart Casts No Shadow,Â·Everything you need to know about Shadow Lugia and the new PokÃ©monâ€“Bonsly!,Â·Exhaustive PokÃ©mon List containing complete data on all PokÃ©mon found in ,PokÃ©mon XD,.,Â·Complete move compatiblity info,Â·Full Evolution and demeanor facts,Â·Tips on getting the most from the Purify Chamber and the Relic Stone,Â·Hardcore walkthrough of Orre, including optional events,Â·Find and solve every Battle CD scenario","Games,Gaming",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1180211078l/1010987._SX318_.jpg,761551905,https://goodreads.com/book/show/1010987.Pok_mon_XD,192,PokÃ©mon XD: Gale of Darkness (Prima Official Game Guide),33
